Time,Altitude,Velocity,Temperature (F),Voltage
33.25, 2706, -27, 81.95, 7.70
33.30, 2704, -28, 81.97, 7.70
33.35, 2703, -28, 81.97, 7.70
33.40, 2700, -29, 81.97, 7.70
33.45, 2698, -29, 81.97, 7.70
33.50, 2695, -29, 81.97, 7.70
33.55, 2691, -28, 81.99, 7.70
33.60, 2688, -27, 81.97, 7.70
33.65, 2686, -25, 81.97, 7.70
33.70, 2689, -24, 81.97, 7.70
33.75, 2701, -22, 81.93, 7.70
33.80, 2705, -22, 81.93, 7.70
33.85, 2706, -21, 81.93, 7.70
33.90, 2703, -21, 81.93, 7.70
33.95, 2700, -21, 81.95, 7.70
34.00, 2697, -22, 81.93, 7.70
34.05, 2687, -24, 81.97, 7.70
34.10, 2679, -26, 81.97, 7.70
34.15, 2676, -28, 81.97, 7.70
34.20, 2673, -30, 81.99, 7.70
34.25, 2670, -30, 81.97, 7.70
34.30, 2669, -28, 81.97, 7.70
34.35, 2667, -27, 81.99, 7.70
34.40, 2665, -25, 81.99, 7.70
34.45, 2663, -25, 81.99, 7.70
34.50, 2663, -26, 81.99, 7.70
34.55, 2663, -26, 81.99, 7.70
34.60, 2665, -27, 81.97, 7.70
34.65, 2668, -28, 81.97, 7.70
34.70, 2673, -30, 81.95, 7.70
34.75, 2670, -33, 81.95, 7.70
34.80, 2664, -35, 81.97, 7.70
34.85, 2666, -37, 81.95, 7.70
34.90, 2672, -37, 81.95, 7.70
34.95, 2672, -36, 81.93, 7.70
35.00, 2666, -34, 81.95, 7.70
35.05, 2658, -32, 81.97, 7.70
35.10, 2651, -31, 81.97, 7.70
35.15, 2646, -29, 81.99, 7.70
35.20, 2643, -28, 81.97, 7.70
35.25, 2646, -28, 81.95, 7.70
35.30, 2652, -27, 81.97, 7.70
35.35, 2658, -26, 81.93, 7.70
35.40, 2653, -26, 81.95, 7.70
35.45, 2642, -27, 81.95, 7.70
35.50, 2637, -28, 81.97, 7.70
35.55, 2636, -29, 81.97, 7.70
35.60, 2636, -30, 81.97, 7.70
35.65, 2636, -32, 81.97, 7.70
35.70, 2634, -33, 81.97, 7.70
35.75, 2633, -33, 81.97, 7.70
35.80, 2630, -34, 81.97, 7.70
35.85, 2630, -34, 81.97, 7.70
35.90, 2629, -35, 81.97, 7.70
35.95, 2626, -35, 81.97, 7.70
36.00, 2625, -34, 81.97, 7.70
36.05, 2623, -32, 81.97, 7.70
36.10, 2620, -30, 81.97, 7.70
36.15, 2616, -29, 81.99, 7.70
36.20, 2616, -28, 81.99, 7.70
36.25, 2618, -29, 81.97, 7.70
36.30, 2617, -31, 81.97, 7.70
36.35, 2615, -32, 81.97, 7.70
36.40, 2612, -32, 81.99, 7.70
36.45, 2609, -31, 81.99, 7.70
36.50, 2608, -30, 81.99, 7.70
36.55, 2607, -29, 81.99, 7.70
36.60, 2605, -28, 81.99, 7.70
36.65, 2604, -28, 81.97, 7.70
36.70, 2604, -28, 81.99, 7.70
36.75, 2604, -29, 82.00, 7.70
36.80, 2603, -29, 81.99, 7.70
36.85, 2600, -29, 81.97, 7.70
36.90, 2596, -29, 81.99, 7.70
36.95, 2596, -28, 81.99, 7.70
37.00, 2595, -27, 81.97, 7.70
37.05, 2595, -25, 81.97, 7.70
37.10, 2595, -23, 81.99, 7.70
37.15, 2592, -22, 81.99, 7.70
37.20, 2592, -21, 81.97, 7.80
37.25, 2590, -22, 81.99, 7.70
37.30, 2588, -22, 81.99, 7.70
37.35, 2586, -23, 81.99, 7.70
37.40, 2584, -23, 81.99, 7.70
37.45, 2583, -23, 81.99, 7.70
37.50, 2582, -22, 81.99, 7.70
37.55, 2580, -22, 81.99, 7.70
37.60, 2580, -22, 81.99, 7.70
37.65, 2580, -22, 81.99, 7.70
37.70, 2578, -22, 81.97, 7.70
37.75, 2573, -23, 82.00, 7.70
37.80, 2574, -23, 81.99, 7.70
37.85, 2571, -24, 82.00, 7.70
37.90, 2571, -24, 81.99, 7.70
37.95, 2572, -25, 81.99, 7.70
38.00, 2572, -25, 81.99, 7.70
38.05, 2574, -25, 81.97, 7.70
38.10, 2578, -25, 81.97, 7.70
38.15, 2579, -24, 81.97, 7.70
38.20, 2576, -23, 81.97, 7.70
38.25, 2573, -21, 81.97, 7.70
38.30, 2568, -19, 81.97, 7.70
38.35, 2567, -17, 81.97, 7.70
38.40, 2565, -16, 81.97, 7.80
38.45, 2565, -15, 81.97, 7.70
38.50, 2563, -14, 81.97, 7.70
38.55, 2565, -14, 81.97, 7.70
38.60, 2564, -15, 81.95, 7.70
38.65, 2560, -16, 81.97, 7.70
38.70, 2558, -18, 81.97, 7.70
38.75, 2556, -19, 81.97, 7.70
38.80, 2554, -20, 81.99, 7.70
38.85, 2550, -22, 81.97, 7.70
38.90, 2548, -23, 81.97, 7.70
38.95, 2545, -23, 82.00, 7.70
39.00, 2546, -23, 81.99, 7.70
39.05, 2544, -21, 82.00, 7.70
39.10, 2547, -19, 81.97, 7.70
39.15, 2546, -17, 81.99, 7.70
39.20, 2548, -16, 81.97, 7.70
39.25, 2551, -16, 81.97, 7.70
39.30, 2553, -16, 81.97, 7.70
39.35, 2555, -18, 81.97, 7.70
39.40, 2554, -20, 81.95, 7.70
39.45, 2557, -22, 81.95, 7.70
39.50, 2557, -24, 81.93, 7.70
39.55, 2551, -26, 81.95, 7.70
39.60, 2548, -27, 81.93, 7.90
39.65, 2542, -27, 81.97, 7.70
39.70, 2537, -27, 81.95, 7.70
39.75, 2533, -26, 81.97, 7.70
39.80, 2530, -25, 81.97, 7.70
39.85, 2527, -23, 81.97, 7.70
39.90, 2523, -22, 81.95, 7.70
39.95, 2524, -21, 81.93, 7.70
40.00, 2531, -20, 81.91, 7.70
40.05, 2540, -21, 81.91, 7.70
40.10, 2546, -23, 81.90, 7.70
40.15, 2549, -25, 81.91, 7.70
40.20, 2546, -27, 81.91, 7.70
40.25, 2539, -28, 81.91, 7.70
40.30, 2531, -29, 81.91, 7.70
40.35, 2526, -29, 81.91, 7.70
40.40, 2521, -28, 81.91, 7.70
40.45, 2515, -26, 81.93, 7.70
40.50, 2511, -24, 81.91, 7.70
40.55, 2509, -22, 81.93, 7.70
40.60, 2507, -19, 81.95, 7.70
40.65, 2506, -17, 81.93, 7.70
40.70, 2506, -16, 81.93, 7.70
40.75, 2503, -16, 81.91, 7.70
40.80, 2505, -17, 81.93, 7.80
40.85, 2506, -18, 81.93, 7.70
40.90, 2509, -19, 81.91, 7.70
40.95, 2510, -19, 81.91, 7.70
41.00, 2505, -19, 81.91, 7.70
41.05, 2502, -19, 81.91, 7.70
41.10, 2499, -21, 81.93, 7.70
41.15, 2495, -23, 81.93, 7.70
41.20, 2492, -23, 81.93, 7.70
41.25, 2493, -23, 81.93, 7.70
41.30, 2497, -23, 81.93, 7.70
41.35, 2501, -22, 81.91, 7.70
41.40, 2504, -22, 81.91, 7.70
41.45, 2506, -22, 81.91, 7.70
41.50, 2508, -21, 81.91, 7.70
41.55, 2509, -21, 81.91, 7.70
41.60, 2512, -21, 81.90, 7.70
41.65, 2512, -21, 81.88, 7.70
41.70, 2506, -21, 81.91, 7.70
41.75, 2498, -20, 81.91, 7.70
41.80, 2489, -18, 81.91, 7.70
41.85, 2482, -17, 81.91, 7.70
41.90, 2484, -16, 81.91, 7.70
41.95, 2497, -14, 81.90, 7.70
42.00, 2514, -13, 81.81, 8.00
42.05, 2504, -11, 81.86, 7.70
42.10, 2497, -10, 81.88, 7.70
42.15, 2495, -9, 81.88, 7.70
42.20, 2494, -10, 81.88, 7.70
42.25, 2490, -11, 81.88, 7.70
42.30, 2484, -14, 81.88, 7.70
42.35, 2477, -18, 81.88, 7.70
42.40, 2473, -22, 81.90, 7.70
42.45, 2470, -26, 81.90, 7.70
42.50, 2468, -30, 81.90, 7.70
42.55, 2466, -32, 81.90, 7.70
42.60, 2463, -34, 81.90, 7.70
42.65, 2462, -34, 81.88, 7.70
42.70, 2465, -31, 81.88, 7.70
42.75, 2470, -27, 81.86, 7.70
42.80, 2474, -22, 81.84, 7.70
42.85, 2476, -19, 81.86, 7.70
42.90, 2480, -18, 81.84, 7.70
42.95, 2481, -21, 81.84, 7.70
43.00, 2480, -26, 81.84, 7.70
43.05, 2481, -30, 81.82, 7.70
43.10, 2480, -32, 81.84, 7.70
43.15, 2477, -32, 81.82, 7.70
43.20, 2477, -31, 81.82, 7.80
43.25, 2471, -29, 81.84, 7.70
43.30, 2466, -26, 81.86, 7.70
43.35, 2463, -24, 81.84, 7.70
43.40, 2456, -22, 81.86, 7.70
43.45, 2448, -22, 81.88, 7.70
43.50, 2442, -22, 81.90, 7.70
43.55, 2441, -22, 81.91, 7.70
43.60, 2441, -23, 81.90, 7.70
43.65, 2439, -23, 81.91, 7.70
43.70, 2441, -24, 81.90, 7.70
43.75, 2446, -26, 81.88, 7.70
43.80, 2456, -28, 81.86, 7.70
43.85, 2469, -29, 81.84, 7.70
43.90, 2465, -31, 81.84, 7.70
43.95, 2448, -33, 81.88, 7.70
44.00, 2437, -35, 81.91, 7.70
44.05, 2435, -35, 81.91, 7.70
44.10, 2432, -35, 81.91, 7.70
44.15, 2429, -35, 81.91, 7.70
44.20, 2429, -34, 81.91, 7.70
44.25, 2433, -33, 81.90, 7.70
44.30, 2440, -32, 81.88, 7.70
44.35, 2434, -30, 81.90, 7.70
44.40, 2427, -28, 81.90, 7.80
44.45, 2421, -25, 81.91, 7.70
44.50, 2422, -23, 81.90, 7.70
44.55, 2420, -22, 81.91, 7.70
44.60, 2420, -22, 81.90, 7.70
44.65, 2420, -23, 81.90, 7.70
44.70, 2419, -26, 81.90, 7.70
44.75, 2420, -29, 81.90, 7.70
44.80, 2420, -32, 81.90, 7.70
44.85, 2419, -33, 81.90, 7.70
44.90, 2414, -32, 81.90, 7.70
44.95, 2411, -28, 81.91, 7.70
45.00, 2409, -22, 81.91, 7.70
45.05, 2410, -16, 81.91, 7.70
45.10, 2411, -12, 81.91, 7.70
45.15, 2408, -10, 81.91, 7.70
45.20, 2406, -10, 81.91, 7.70
45.25, 2404, -12, 81.91, 7.70
45.30, 2400, -13, 81.91, 7.70
45.35, 2399, -14, 81.91, 7.70
45.40, 2402, -16, 81.91, 7.70
45.45, 2402, -17, 81.91, 7.70
45.50, 2400, -19, 81.91, 7.70
45.55, 2399, -21, 81.91, 7.70
45.60, 2397, -23, 81.91, 7.80
45.65, 2394, -24, 81.91, 7.70
45.70, 2392, -24, 81.91, 7.70
45.75, 2393, -24, 81.91, 7.70
45.80, 2391, -23, 81.91, 7.70
45.85, 2389, -21, 81.91, 7.70
45.90, 2389, -20, 81.91, 7.70
45.95, 2395, -20, 81.91, 7.70
46.00, 2410, -19, 81.88, 7.70
46.05, 2416, -19, 81.88, 7.70
46.10, 2416, -18, 81.88, 7.70
46.15, 2412, -17, 81.88, 7.70
46.20, 2411, -15, 81.88, 7.70
46.25, 2408, -14, 81.88, 7.70
46.30, 2406, -13, 81.88, 7.70
46.35, 2399, -14, 81.90, 7.70
46.40, 2392, -16, 81.90, 7.70
46.45, 2385, -18, 81.91, 7.70
46.50, 2376, -19, 81.93, 7.70
46.55, 2372, -19, 81.93, 7.70
46.60, 2372, -19, 81.91, 7.70
46.65, 2369, -18, 81.93, 7.70
46.70, 2372, -17, 81.93, 7.70
46.75, 2375, -17, 81.91, 7.70
46.80, 2380, -17, 81.90, 7.70
46.85, 2376, -18, 81.91, 7.70
46.90, 2373, -20, 81.91, 7.70
46.95, 2372, -24, 81.91, 7.70
47.00, 2372, -29, 81.91, 7.70
47.05, 2373, -33, 81.91, 7.70
47.10, 2374, -36, 81.91, 7.70
47.15, 2376, -37, 81.91, 7.70
47.20, 2381, -36, 81.90, 7.70
47.25, 2380, -34, 81.91, 7.70
47.30, 2377, -30, 81.91, 7.70
47.35, 2369, -26, 81.91, 7.70
47.40, 2363, -21, 81.91, 7.70
47.45, 2361, -16, 81.93, 7.70
47.50, 2358, -13, 81.91, 7.70
47.55, 2360, -10, 81.91, 7.70
47.60, 2360, -10, 81.91, 7.70
47.65, 2360, -10, 81.91, 7.70
47.70, 2359, -12, 81.91, 7.70
47.75, 2358, -14, 81.91, 7.70
47.80, 2358, -16, 81.91, 7.70
47.85, 2361, -17, 81.90, 7.70
47.90, 2354, -18, 81.91, 7.70
47.95, 2346, -18, 81.91, 7.70
48.00, 2344, -17, 81.91, 7.70
48.05, 2340, -17, 81.91, 7.70
48.10, 2338, -17, 81.91, 7.70
48.15, 2339, -18, 81.91, 7.70
48.20, 2339, -18, 81.91, 7.70
48.25, 2342, -17, 81.91, 7.70
48.30, 2347, -17, 81.90, 7.70
48.35, 2351, -17, 81.90, 7.70
48.40, 2356, -17, 81.88, 7.70
48.45, 2357, -19, 81.88, 7.70
48.50, 2357, -22, 81.86, 7.70
48.55, 2354, -24, 81.88, 7.70
48.60, 2353, -26, 81.88, 7.70
48.65, 2351, -27, 81.88, 7.70
48.70, 2350, -27, 81.86, 7.70
48.75, 2345, -27, 81.88, 7.70
48.80, 2340, -26, 81.88, 7.70
48.85, 2338, -24, 81.88, 7.70
48.90, 2337, -21, 81.88, 7.70
48.95, 2339, -17, 81.88, 7.70
49.00, 2339, -14, 81.88, 7.70
49.05, 2342, -11, 81.88, 7.70
49.10, 2343, -10, 81.88, 7.70
49.15, 2342, -10, 81.88, 7.70
49.20, 2346, -13, 81.84, 7.70
49.25, 2343, -17, 81.86, 7.70
49.30, 2340, -22, 81.88, 7.70
49.35, 2336, -27, 81.88, 7.70
49.40, 2327, -31, 81.88, 7.70
49.45, 2313, -33, 81.91, 7.70
49.50, 2309, -35, 81.91, 7.70
49.55, 2307, -35, 81.91, 7.70
49.60, 2305, -35, 81.91, 7.70
49.65, 2307, -35, 81.91, 7.70
49.70, 2306, -34, 81.91, 7.70
49.75, 2307, -32, 81.90, 7.70
49.80, 2308, -31, 81.88, 7.70
49.85, 2310, -31, 81.90, 7.70
49.90, 2314, -30, 81.88, 7.70
49.95, 2318, -31, 81.88, 7.70
50.00, 2322, -32, 81.86, 7.70
50.05, 2326, -33, 81.86, 7.70
50.10, 2326, -35, 81.84, 7.70
50.15, 2318, -36, 81.86, 7.70
50.20, 2309, -36, 81.88, 7.70
50.25, 2303, -36, 81.88, 7.70
50.30, 2296, -35, 81.88, 7.70
50.35, 2290, -32, 81.90, 7.70
50.40, 2290, -28, 81.86, 7.70
50.45, 2286, -23, 81.90, 7.70
50.50, 2284, -18, 81.88, 7.70
50.55, 2283, -14, 81.90, 7.70
50.60, 2284, -12, 81.90, 7.70
50.65, 2282, -12, 81.90, 7.70
50.70, 2283, -13, 81.90, 7.70
50.75, 2279, -15, 81.90, 7.70
50.80, 2281, -18, 81.90, 7.70
50.85, 2281, -22, 81.88, 7.70
50.90, 2279, -25, 81.90, 7.70
50.95, 2278, -29, 81.91, 7.70
51.00, 2276, -32, 81.91, 7.70
51.05, 2275, -34, 81.90, 7.70
51.10, 2273, -34, 81.91, 7.70
51.15, 2273, -32, 81.91, 7.70
51.20, 2270, -29, 81.91, 7.70
51.25, 2269, -26, 81.91, 7.70
51.30, 2266, -23, 81.91, 7.70
51.35, 2269, -21, 81.91, 7.70
51.40, 2273, -19, 81.90, 7.70
51.45, 2275, -19, 81.90, 7.70
51.50, 2284, -19, 81.88, 7.70
51.55, 2289, -20, 81.88, 7.70
51.60, 2290, -21, 81.88, 7.70
51.65, 2282, -22, 81.88, 7.70
51.70, 2276, -22, 81.90, 7.70
51.75, 2273, -22, 81.91, 7.70
51.80, 2270, -21, 81.90, 7.70
51.85, 2266, -21, 81.90, 7.70
51.90, 2261, -19, 81.91, 7.70
51.95, 2260, -18, 81.91, 7.70
52.00, 2254, -16, 81.91, 7.70
52.05, 2249, -15, 81.91, 7.70
52.10, 2253, -14, 81.91, 7.70
52.15, 2257, -14, 81.91, 7.70
52.20, 2255, -15, 81.90, 7.70
52.25, 2251, -17, 81.91, 7.70
52.30, 2252, -18, 81.90, 7.70
52.35, 2254, -20, 81.88, 7.70
52.40, 2253, -22, 81.88, 7.70
52.45, 2249, -24, 81.90, 7.70
52.50, 2242, -27, 81.91, 7.70
52.55, 2238, -31, 81.91, 7.70
52.60, 2240, -33, 81.91, 7.70
52.65, 2239, -34, 81.91, 7.70
52.70, 2238, -34, 81.91, 7.70
52.75, 2240, -33, 81.91, 7.70
52.80, 2240, -32, 81.91, 7.70
52.85, 2237, -31, 81.91, 7.70
52.90, 2242, -29, 81.90, 7.70
52.95, 2247, -28, 81.88, 7.70
53.00, 2250, -27, 81.88, 7.70
