P,T
82.82788458,182.988
82.87182416,183.004
83.39911952,183.019
81.16042227,183.034
82.82788458,183.05
81.95122175,183.065
80.67719776,183.081
80.81101843,183.096
80.54541477,183.111
81.24623466,183.127
81.46588793,183.142
81.38213469,183.158
80.4555372,183.173
80.50553766,183.188
79.36146083,183.204
79.9743824,183.219
78.87439718,183.235
78.43916377,183.25
79.22573226,183.265
79.84060903,183.281
79.13789692,183.296
78.65482127,183.312
79.27361804,183.327
78.92028524,183.342
78.12786584,183.358
77.42723942,183.373
79.93246458,183.388
78.12981147,183.404
76.72663307,183.419
78.0400436,183.435
79.0081209,183.45
77.1618789,183.465
77.60287615,183.481
76.94616602,183.496
77.42916155,183.512
78.39720221,183.527
78.83245063,183.542
77.95610193,183.558
77.8204926,183.573
77.43108367,183.589
77.3833309,183.604
76.20166172,183.619
78.04587169,183.635
77.60480415,183.65
76.06807356,183.665
77.12179708,183.68
77.12370892,183.695
76.77243922,183.711
77.34134182,183.726
75.9821437,183.741
77.12179708,183.757
75.67482949,183.772
76.02604678,183.788
76.33526106,183.803
76.72663307,183.818
76.20166172,183.834
75.71873073,183.849
76.24556611,183.865
75.80653401,183.88
74.88465187,183.895
75.14803498,183.911
76.59681065,183.926
74.35791394,183.942
74.05247655,183.957
74.75296385,183.972
73.87510396,183.988
76.68462441,184.003
74.97612486,184.018
74.40180733,184.034
75.06023956,184.049
74.75296385,184.065
74.57738349,184.08
74.18234301,184.095
76.42118629,184.111
73.5257807,184.126
73.21677779,184.142
73.74343402,184.157
73.25888182,184.172
73.56967058,184.188
74.40180733,184.203
72.20745874,184.219
74.14026285,184.234
72.60591421,184.249
73.30455121,184.265
73.56967058,184.28
73.74523272,184.296
72.25308806,184.311
72.95346382,184.326
72.69015927,184.342
71.72652102,184.357
72.25483682,184.372
73.61356072,184.388
72.64803807,184.403
73.12900542,184.419
72.82534608,184.434
72.43212806,184.449
73.52757206,184.465
73.65745113,184.48
74.18778319,184.496
73.61356072,184.511
72.73580762,184.526
72.95523608,184.542
73.30633522,184.557
72.47425822,184.573
72.91312066,184.588
73.00089629,184.603
71.94939634,184.619
71.86163034,184.634
72.3426046,184.649
70.85239659,184.664
71.90377619,184.679
71.99327973,184.695
72.25483682,184.71
63.13414452,184.725
62.69585052,184.741
71.55445758,184.756
70.98402792,184.772
69.88550262,184.787
61.77691614,184.802
60.98538182,184.818
60.50477221,184.833
69.84330126,184.849
60.24188666,184.864
60.98675344,184.879
60.76766714,184.895
60.06663486,184.91
59.93519874,184.926
69.79943069,184.941
58.62096676,184.956
58.75367624,184.972
59.75995424,184.987
58.00773886,185.002
59.62984977,185.018
59.23424579,185.033
59.19174996,185.049
58.79748244,185.064
57.65986628,185.079
58.36071585,185.095
58.79748244,185.11
59.36566938,185.126
57.61480666,185.141
58.44704016,185.156
59.01782298,185.172
59.28068227,185.187
59.19306147,185.203
59.58736332,185.218
60.02416192,185.233
58.49213258,185.249
59.67498882,185.264
58.273106,185.28
59.72146017,185.295
58.88639686,185.31
60.94567596,185.326
60.33221339,185.341
59.45592702,185.356
59.93920803,185.372
59.58603862,185.387
60.02550128,185.404
59.06293932,185.418
60.28839659,185.433
59.67498882,185.449
60.59511965,185.464
59.06163221,185.48
60.15694776,185.495
59.89272219,185.51
62.56721625,185.526
61.99744514,185.541
61.42771817,185.557
61.95642619,185.572
61.95502231,185.587
60.37603044,185.603
58.62484411,185.618
58.53464916,185.633
58.93020531,185.648
58.93020531,185.663
59.14925145,185.679
57.87760707,185.694
59.23687174,185.709
58.62484411,185.725
58.75626993,185.74
60.15829152,185.756
59.93920803,185.771
59.63117594,185.786
58.49213258,185.802
59.28199671,185.817
59.32449307,185.833
58.40452117,185.848
59.01782298,185.863
58.62355166,185.879
57.35451553,185.894
57.83507241,185.91
56.95908348,185.925
56.95908348,185.94
58.01028272,185.956
56.38974662,185.971
58.1854972,185.986
56.17078264,186.002
55.99682066,186.017
63.35765377,186.033
54.9447048,186.048
54.37552385,186.063
61.38389484,186.079
53.28218256,186.094
62.21658265,186.11
54.15661983,186.125
62.12892686,186.14
62.78637073,186.156
54.28910883,186.171
63.13847497,186.187
61.29763086,186.202
51.96900762,186.217
62.21799533,186.233
52.09924044,186.248
60.59376123,186.264
53.36861929,186.279
61.16615963,186.294
61.42771817,186.31
60.02550128,186.325
61.55918971,186.34
51.22393439,186.356
59.89272219,186.371
61.16478214,186.387
59.84890947,186.402
58.84258867,186.417
60.33086376,186.433
60.41984776,186.448
59.9378716,186.464
61.64823232,186.479
61.73448875,186.494
52.31808323,186.51
60.37738154,186.525
63.13703149,186.541
61.60301408,186.556
62.8287692,186.571
63.79456547,186.587
54.50802408,186.602
62.4371467,186.617
60.90185551,186.632
62.4371467,186.647
63.53300151,186.663
63.31381749,186.678
61.86596577,186.693
61.34007178,186.709
62.39189736,186.724
61.64683871,186.74
61.47154175,186.755
62.39189736,186.77
60.50748319,186.786
60.46231132,186.801
60.68275716,186.817
59.54355096,186.832
60.85940254,186.847
58.8876981,186.863
48.64142992,186.878
56.87149033,186.894
58.57974504,186.909
59.14794141,186.924
50.78632043,186.94
59.67498882,186.955
59.06163221,186.97
60.33086376,186.986
58.14169319,187.001
56.95660998,187.017
59.36830412,187.032
57.92267704,187.047
57.52720861,187.063
56.17320339,187.078
58.27182528,187.094
56.82769414,187.109
49.60588346,187.124
56.69630715,187.14
47.89872123,187.155
56.82769414,187.171
56.12578172,187.186
56.69630715,187.201
56.34473707,187.217
55.4701417,187.232
57.74746882,187.248
55.4701417,187.263
56.95908348,187.278
46.89270303,187.294
56.34473707,187.309
47.72375166,187.324
46.2375563,187.34
55.11867106,187.355
46.54281592,187.371
45.44952598,187.386
53.10486339,187.401
46.28129092,187.417
46.71775739,187.432
54.81335144,187.448
44.88107944,187.463
54.76956751,187.478
45.66817096,187.494
45.66988881,187.509
45.44952598,187.525
44.18151326,187.54
53.45617073,187.555
54.46193405,187.571
53.06219744,187.586
55.12219668,187.601
45.80022439,187.616
46.01888709,187.631
47.98714408,187.647
53.76373879,187.662
45.84482119,187.677
52.23054533,187.693
45.32003655,187.708
45.66988881,187.724
46.45534674,187.739
44.96936541,187.754
53.76373879,187.77
45.36291849,187.785
44.83818573,187.801
44.61955813,187.816
44.75156211,187.831
44.79528935,187.847
44.53210891,187.862
45.75649263,187.878
44.57665574,187.893
52.80175542,187.908
44.4883847,187.924
43.65767392,187.939
43.6139549,187.954
53.72108797,187.97
43.96531807,187.985
42.78410527,188.001
43.48358517,188.016
42.39067707,188.031
52.97685752,188.047
43.78962855,188.062
42.47735161,188.078
42.17137305,188.093
41.95282473,188.108
42.82705699,188.124
51.13849333,188.139
49.29862772,188.155
42.04098078,188.17
51.26769722,188.185
41.86467557,188.201
50.26121805,188.217
42.38992787,188.233
40.37878663,188.248
42.25804938,188.263
49.64864599,188.279
49.51639946,188.294
48.81737981,188.309
50.56752321,188.325
38.84950868,188.34
47.24169519,188.356
47.67908367,188.371
46.40984493,188.386
48.72892219,188.402
47.41664746,188.417
47.11048371,188.433
45.88508996,188.448
45.8859562,188.463
45.57985619,188.479
45.97254652,188.494
45.66731203,188.51
44.13617715,188.525
44.96685886,188.54
44.52964626,188.556
44.70370145,188.571
45.27292315,188.586
44.79114104,188.601
44.87941426,188.616
44.48510701,188.632
44.44220686,188.647
43.96050688,188.662
42.82323784,188.678
42.8247655,188.693
43.69822086,188.709
42.60546311,188.724
42.91065215,188.739
42.56100113,188.755
42.9098854,188.77
43.25954135,188.786
42.51804951,188.801
43.39223232,188.816
42.56251123,188.832
41.20555074,188.847
42.82323784,188.863
40.98777727,188.878
41.77361839,188.893
40.76999567,188.909
41.20555074,188.924
42.1676636,188.939
40.37537698,188.955
39.72004286,188.97
40.5057645,188.986
39.72004286,189.001
40.02652841,189.016
41.03076952,189.032
39.93848107,189.047
39.93848107,189.063
40.02652841,189.078
39.15213387,189.093
39.23950163,189.109
39.80741736,189.124
40.15692578,189.14
39.93848107,189.155
38.62794913,189.17
37.88541807,189.186
38.40954986,189.201
38.27851341,189.217
38.62857258,189.232
38.451994,189.247
39.19581762,189.263
38.54058864,189.278
39.50095844,189.293
38.97803661,189.309
38.23361453,189.324
38.89003683,189.34
38.32219196,189.355
37.1860586,189.37
37.14238826,189.386
37.142962,189.401
36.53213718,189.417
37.09814588,189.432
36.96827736,189.447
37.27397821,189.463
38.10380177,189.478
36.96770946,189.494
37.40557927,189.509
36.83670308,189.524
37.14353575,189.54
35.09017448,189.555
36.13858197,189.57
36.2701248,189.585
36.35691378,189.6
35.87659236,189.616
36.83783011,189.631
35.52780707,189.646
36.75048798,189.662
36.3132469,189.677
37.09986274,189.693
34.8728831,189.708
35.78926456,189.723
35.87712372,189.739
38.23605569,189.754
36.83839362,189.77
37.14353575,189.785
36.61947672,189.8
36.92460684,189.816
38.97867176,189.831
37.62454584,189.847
38.23666598,189.862
36.44479868,189.877
36.53324375,189.893
37.01251749,189.908
37.18663381,189.923
38.36771481,189.939
37.75617359,189.954
37.79866207,189.97
36.70737643,189.985
36.00812174,190
35.31051733,190.016
37.01365621,190.031
36.22754308,190.047
36.183331,190.062
35.87818645,190.077
36.22700003,190.093
35.3536688,190.108
34.91704209,190.124
35.65932293,190.139
35.3973329,190.154
36.14020237,190.17
34.91704209,190.185
35.74718199,190.201
34.74289204,190.216
34.56824693,190.231
34.87338085,190.247
35.17952299,190.262
35.04853098,190.277
34.78655397,190.293
34.13165229,190.308
32.73514985,190.324
34.8738786,190.339
33.47725995,190.354
34.39408764,190.37
34.30724455,190.385
32.86653556,190.401
33.17167613,190.416
32.6478477,190.431
32.73557602,190.447
33.47771095,190.462
31.90582133,190.478
31.73163034,190.493
31.90582133,190.508
33.12758302,190.524
31.81892452,190.539
32.03716451,190.554
30.37870308,190.569
30.64054054,190.584
30.33506441,190.6
29.85472637,190.615
30.72782176,190.63
29.4187122,190.646
29.76778529,190.661
30.85874554,190.677
29.89869197,190.692
28.89513365,190.707
27.54298072,190.723
29.63688094,190.738
29.54961266,190.754
28.98239415,190.769
27.45573438,190.784
29.1135918,190.801
28.3724328,190.815
27.71747649,190.831
28.37187252,190.846
27.71747649,190.861
28.50247421,190.877
27.71747649,190.892
27.23762308,190.907
28.37215266,190.923
29.28843565,190.938
26.75802713,190.954
27.10699721,190.969
27.67410894,190.984
27.36873565,191
27.28173211,191.015
28.67756763,191.031
28.85239237,191.046
28.59059235,191.061
28.45941279,191.077
27.36898221,191.092
28.9829953,191.108
27.36898221,191.123
28.41578259,191.138
27.9361331,191.154
28.24154017,191.169
27.80498708,191.185
28.24126441,191.2
26.58376859,191.215
27.41285567,191.231
27.63073872,191.246
28.19790981,191.261
28.80905312,191.277
27.89250456,191.292
29.07056617,191.308
28.76541794,191.323
26.54058573,191.338
27.45648283,191.354
27.76213987,191.369
27.54399032,191.385
19.21552066,191.4
27.45648283,191.415
18.30045744,191.431
27.84913889,191.446
19.04126745,191.462
27.50011024,191.477
28.94025934,191.492
19.69491475,191.508
27.58736585,191.523
27.06432042,191.538
20.08716662,191.553
27.36898221,191.568
27.15133743,191.584
20.21793308,191.599
27.19496449,191.614
18.47464935,191.63
27.23834963,191.645
27.02045779,191.661
26.88958049,191.676
27.238834,191.691
18.47470038,191.707
19.60774987,191.722
18.60538129,191.738
26.88958049,191.753
18.56180372,191.768
18.82327302,191.784
26.80255783,191.799
18.77969416,191.815
28.46026195,191.83
27.80603172,191.845
29.027837,191.861
28.85298476,191.876
18.95401116,191.891
28.59145466,191.907
20.0435861,191.922
17.77745161,191.938
27.32609234,191.953
26.32247242,191.968
18.82335176,191.984
26.1918147,191.999
17.21102714,192.015
24.79602088,192.03
25.53731809,192.045
24.01100331,192.061
23.96752642,192.076
24.01100331,192.092
24.57779888,192.107
17.29816652,192.122
23.53142976,192.138
22.9644436,192.153
22.96434443,192.169
24.22891385,192.184
22.44121962,192.199
22.87714076,192.215
22.22322062,192.23
23.18235812,192.245
23.26978419,192.261
22.65913612,192.276
23.05165122,192.292
22.09235431,192.307
20.34866103,192.322
21.52551412,192.338
21.6128578,192.353
21.70004939,192.369
21.74364557,192.384
20.43584345,192.399
20.82815236,192.415
21.39488336,192.43
22.04875752,192.446
21.26401722,192.461
20.69736193,192.476
19.65134385,192.492
19.47700447,192.507
20.17434595,192.522
20.61020849,192.537
19.56418239,192.552
21.52561621,192.568
19.08478225,192.583
19.82566402,192.598
20.08716662,192.614
18.69266843,192.629
18.60552126,192.645
17.9518819,192.66
18.08265994,192.675
16.94992134,192.691
16.38373851,192.706
18.1262303,192.722
17.51626882,192.737
16.77566936,192.752
16.55797536,192.768
15.51246603,192.783
15.94802886,192.799
16.55809054,192.814
15.8173573,192.829
16.16594824,192.845
14.72869437,192.86
15.77380063,192.875
14.90306254,192.891
14.07529183,192.906
14.90289199,192.922
16.42741688,192.937
14.59804886,192.952
14.51095315,192.968
14.94627295,192.983
14.38012348,192.999
13.72713818,193.014
14.98982471,193.029
14.11903521,193.045
14.16258062,193.06
13.4658851,193.076
14.46740568,193.091
14.59804886,193.106
14.55450088,193.122
14.68550129,193.137
15.51246603,193.153
13.98840055,193.168
13.1177924,193.183
13.8142246,193.199
13.24840721,193.214
14.11903521,193.229
13.37858125,193.245
12.07269218,193.26
11.6806259,193.276
12.72571847,193.291
13.20441393,193.306
13.50920946,193.322
12.76925562,193.337
13.59608195,193.353
13.42212373,193.368
12.76901368,193.383
11.98535823,193.399
12.20303192,193.414
12.76901368,193.43
10.89739108,193.445
11.41943682,193.46
11.28884576,193.476
10.89708651,193.491
12.42071205,193.506
11.28884576,193.521
12.07242693,193.536
10.20067718,193.552
10.54855736,193.567
10.20067718,193.582
8.894715984,193.598
8.590483343,193.613
8.851571888,193.63
7.980910676,193.644
9.111576861,193.659
5.892639465,193.675
7.328686141,193.69
7.328262167,193.706
6.806185094,193.721
6.980206664,193.736
6.0666394,193.752
5.718165821,193.767
5.717687992,193.783
6.066173214,193.798
6.806185094,193.813
6.066173214,193.829
7.67592183,193.844
6.240183091,193.859
6.241103819,193.875
6.805743652,193.89
5.979169821,193.906
6.152714362,193.921
7.19731108,193.936
5.630685809,193.952
7.110294293,193.967
5.500184464,193.983
6.326732122,193.998
6.370237206,194.013
6.848810128,194.029
6.195756597,194.044
6.587766488,194.06
5.804691206,194.075
6.631273118,194.09
7.414015431,194.106
6.413742547,194.121
8.371749538,194.137
8.066737179,194.152
0.890624072,194.167
8.240806104,194.183
9.154735608,194.198
8.893601294,194.213
8.675996454,194.229
8.980645034,194.244
8.110254024,194.26
7.762126482,194.275
8.632856559,194.29
8.328232603,194.306
7.544555143,194.321
7.500623497,194.337
8.110254024,194.352
7.196882739,194.367
6.544260117,194.383
-0.154671285,194.398
5.891223442,194.414
7.283478038,194.429
6.544260117,194.444
6.325817216,194.46
6.630825853,194.475
-1.45796686,194.49
4.325252255,194.505
2.977044428,194.52
-3.674184562,194.536
-3.804529494,194.551
-2.675555148,194.566
5.455711409,194.582
-5.412777001,194.597
4.107782648,194.613
-4.586550525,194.628
4.759700932,194.643
3.672862741,194.659
-5.412777001,194.674
-5.065249792,194.69
1.802391638,194.705
1.628469327,194.72
-5.715989528,194.736
-7.280454164,194.751
-6.020039597,194.767
-4.370146056,194.782
2.455223931,194.797
0.498727046,194.813
-0.197466446,194.828
-7.801581669,194.843
-6.628101986,194.859
-8.366094756,194.874
-7.714729652,194.89
-8.40856667,194.905
-9.233513766,194.92
-9.408158816,194.936
-7.237025203,194.951
-9.235469708,194.967
-6.889584275,194.982
-7.758155789,194.997
-9.799891587,195.013
-8.452939074,195.028
-8.496360847,195.044
-8.191459931,195.059
-8.627582265,195.074
-8.843725798,195.09
-9.017402115,195.105
-1.023335971,195.121
-8.539782364,195.136
-11.40608579,195.151
-11.36163062,195.167
-10.8831301,195.182
-10.27643264,195.197
-11.53524742,195.213
-11.57865098,195.228
-10.45007509,195.244
-11.14460385,195.259
-11.10119772,195.274
-12.44666832,195.29
-12.53346441,195.305
-13.57493755,195.321
-13.18440242,195.336
-9.798894735,195.351
-11.66545733,195.367
-8.670045376,195.382
-10.36223864,195.398
-10.58030423,195.413
-11.31822578,195.428
-8.627582265,195.444
-11.53524742,195.459
-9.755480659,195.474
-9.322306666,195.489
-10.18859995,195.504
-9.885722117,195.52
-10.88416326,195.535
-9.798894735,195.55
-11.18800972,195.566
-11.92587022,195.581
-12.05607321,195.597
-13.74850205,195.612
-14.6596484,195.627
-15.17907585,195.643
-16.04905051,195.658
-16.44066544,195.674
-17.21893113,195.689
-17.04544862,195.704
-19.38711697,195.72
-17.99955177,195.735
-19.21368565,195.751
-19.90872136,195.766
-21.38128282,195.781
-21.77138238,195.797
-23.33157346,195.812
-23.33157346,195.827
-24.71962773,195.843
-24.58815306,195.858
-25.5443239,195.874
-25.45463443,195.889
-25.84758494,195.904
-24.97808233,195.92
-25.93115562,195.935
-27.0605039,195.951
-25.67429445,195.966
-25.54127695,195.981
-26.75416484,195.997
-24.54631645,196.012
-25.67429445,196.028
-25.80119836,196.043
-25.24105034,196.058
-25.15288802,196.074
-24.71962773,196.089
-23.41969348,196.105
-24.6329726,196.12
-23.07300549,196.135
-21.68608984,196.151
-21.68748431,196.166
-21.68748431,196.181
-19.25835712,196.197
-20.30026032,196.212
-21.55466296,196.228
-20.86385166,196.243
-20.7324334,196.258
-19.69193968,196.274
-20.56038477,196.289
-19.4751516,196.305
-20.82186548,196.32
-21.2092771,196.335
-19.86669909,196.351
-20.1268389,196.366
-20.12549664,196.382
-20.99390506,196.397
-22.55436627,196.412
-21.08060605,196.428
-23.46448223,196.443
-21.90421439,196.459
-22.16428205,196.473
-24.28634187,196.488
-22.55436627,196.504
-24.07116356,196.519
-23.24779819,196.534
-21.81752312,196.55
-25.11107212,196.565
-24.11302038,196.581
-23.72303205,196.596
-25.36950858,196.611
-26.0641923,196.627
-26.06573317,196.642
-26.10442838,196.658
-25.28134634,196.673
-26.1059707,196.688
-24.19968164,196.704
-23.63782487,196.719
-25.54127695,196.735
-24.93776425,196.75
-26.36432986,196.765
-27.10224308,196.781
-23.80969791,196.796
-25.54127695,196.811
-24.46114653,196.827
-23.76636511,196.842
-23.80823241,196.858
-28.78963356,196.873
-26.27769706,196.888
-28.14007718,196.904
-31.04098429,196.919
-32.38280735,196.935
-29.61066284,196.95
-31.17084885,196.965
-22.50533656,196.981
-30.73795804,196.996
-33.20509385,197.012
-33.81093025,197.027
-25.40827454,197.042
-33.07348976,197.058
-32.9887116,197.073
-32.25296422,197.089
-22.68010631,197.104
-31.34399802,197.119
-20.72970827,197.135
-31.34399802,197.15
-21.98528618,197.165
-23.67531528,197.181
-21.42324247,197.196
-21.81332668,197.212
-30.82283803,197.227
-24.80178531,197.242
-26.66441432,197.258
-24.84660792,197.273
-33.50622832,197.289
-25.71150037,197.304
-24.58666147,197.319
-22.54867243,197.335
-24.54035588,197.35
-23.54532685,197.366
-23.97714137,197.381
-32.81383438,197.396
-23.11057315,197.412
-22.37674508,197.427
-22.15722999,197.442
-20.81503817,197.457
-28.31168162,197.472
-21.03176483,197.488
-20.38021469,197.503
-20.16616351,197.518
-19.68662865,197.534
-25.62333932,197.549
-23.24201156,197.565
-24.45519755,197.58
-26.05956971,197.595
-28.526571,197.611
-29.69559086,197.626
-32.5956883,197.642
-32.98516637,197.657
-34.32654384,197.672
-35.10529573,197.688
-36.70770123,197.703
-37.48430372,197.719
-45.05092591,197.734
-37.35455952,197.749
-38.65189832,197.765
-39.04303047,197.78
-47.94733566,197.795
-48.24965244,197.811
-47.81549883,197.826
-48.46329502,197.842
-48.85424866,197.857
-47.72912169,197.872
-47.38360294,197.888
-40.33809608,197.903
-48.59514209,197.919
-40.21041657,197.934
-47.42904935,197.949
-47.38585718,197.965
-38.91330944,197.98
-38.21947753,197.996
-45.39874223,198.011
-44.23214158,198.026
-34.93408464,198.042
-35.32160104,198.057
-33.72258804,198.073
-42.37383921,198.088
-42.50350347,198.103
-33.28807948,198.119
-42.9335958,198.134
-41.50935222,198.149
-42.37383921,198.165
-41.24998627,198.18
-39.21598827,198.196
-39.12950988,198.211
-36.92396663,198.226
-35.06756018,198.242
-29.61066284,198.257
-37.83221174,198.273
-29.26264224,198.288
-38.61257888,198.303
-33.20153415,198.319
-42.06920389,198.334
-31.94651226,198.35
-39.90978288,198.365
-40.16718336,198.38
-40.64476342,198.396
-42.50350347,198.411
-39.30444954,198.426
-39.21598827,198.441
-31.16913705,198.456
-41.16148284,198.472
-32.81206756,198.487
-39.12950988,198.502
-42.50350347,198.518
-41.768709,198.533
-38.91330944,198.549
-40.99061116,198.564
-40.64476342,198.579
-41.55257899,198.595
-41.63903176,198.61
-45.09413037,198.626
-43.53860958,198.641
-43.54073518,198.656
-49.97693809,198.672
-47.51317438,198.687
-48.54966353,198.703
-49.67469244,198.718
-48.16555773,198.733
-50.01777266,198.749
-51.70141867,198.764
-47.94506264,198.779
-49.56039929,199.211
-50.16699072,199.226
-49.90802674,199.242
-48.53131757,199.257
-49.74004638,199.273
-50.51934089,199.289
-51.59592089,199.304
-50.77830955,199.32
-50.78067791,199.335
-52.25046092,199.35
-51.04202312,199.366
-52.55011172,199.381
-52.59569232,199.397
-53.50184747,199.412
-52.68442952,199.427
-52.4710818,199.443
-54.62859255,199.458
-56.43785403,199.474
-56.27042829,199.489
-55.88219691,199.504
-55.88219691,199.52
-53.4660734,199.535
-56.05729122,199.55
-55.62589464,199.566
-62.87276583,199.581
-55.8415961,199.597
-54.80617127,199.612
-44.78519123,199.627
-52.9506697,199.643
-57.65323809,199.658
-55.62336458,199.674
-56.10042948,199.689
-64.20873801,199.704
-55.5852822,199.72
-62.3152007,199.735
-54.76552659,199.751
-62.5307202,199.766
-61.53927808,199.781
-59.68535298,199.797
-61.66860421,199.812
-60.59081677,199.827
-61.92724964,199.842
-60.71745932,199.857
-52.21938591,199.873
-61.02195074,199.888
-61.1081745,199.903
-61.84377331,199.919
-60.24589136,199.934
-66.9317527,199.95
-61.41267304,199.965
-61.80066442,199.98
-60.93843349,199.996
-61.02737154,200.011
-61.01924034,200.027
-60.89802536,200.042
-60.33212423,200.057
-61.32917044,200.073
-60.8117933,200.088
-61.97309845,200.104
-61.40994966,200.119
-62.4041658,200.134
-62.45002913,200.15
-62.40692235,200.165
-63.306538,200.18
-63.60822278,200.196
-63.87241098,200.211
-63.484516,200.227
-63.82370431,200.242
-64.03917951,200.257
-64.12818203,200.273
-64.85792757,200.288
-64.42701893,200.304
-64.68840011,200.319
-67.09533103,200.334
-64.21437221,200.35
-64.38392667,200.365
-64.29492142,200.381
-63.17724073,200.396
-62.83243687,200.411
-63.99608497,200.427
-63.56512571,200.442
-63.82650843,200.458
-63.47893082,200.473
-63.60822278,200.488
-63.00484083,200.504
-60.11922026,200.519
-76.57540837,200.534
-69.46706676,200.55
-64.2977414,200.565
-66.23955006,200.581
-65.67658429,200.596
-63.73751245,200.611
-64.59938542,200.627
-65.5042431,200.642
-64.16846159,200.658
-56.62063211,200.673
-63.99889486,200.688
-62.44451316,200.704
-64.94978948,200.719
-62.27209604,200.735
-62.95896493,200.75
-56.66376852,200.765
-65.07337241,200.781
-65.28595778,200.796
-64.59655535,200.811
-66.44917752,200.826
-57.00627443,200.841
-68.39042427,200.857
-59.33507671,200.872
-64.76891203,200.887
-57.86887997,200.903
-65.07337241,200.918
-56.10297541,200.934
-59.11947791,200.949
-57.8257521,200.964
-58.30014471,200.98
-56.36180832,200.995
-57.99826205,201.011
-57.91200758,201.026
-56.87430295,201.041
-58.12764186,201.057
-58.89859334,201.072
-57.13567173,201.088
-57.13309116,201.103
-57.78262398,201.118
-59.28930475,201.134
-57.90940104,201.149
-58.25701938,201.164
-58.16815276,201.18
-59.28665205,201.195
-57.52125637,201.211
-58.16815276,201.226
-58.59675571,201.241
-59.33242256,201.257
-58.98747299,201.272
-60.02227306,201.288
-59.67735592,201.303
-58.38377221,201.318
-59.41865742,201.334
-59.11153711,201.349
-59.89025813,201.365
-58.94435315,201.38
-59.46443294,201.395
-58.51051411,201.411
-59.20306837,201.426
-58.55363504,201.442
-59.28665205,201.457
-59.24618669,201.472
-58.85547444,201.488
-59.20306837,201.503
-59.71780432,201.518
-59.07106641,201.534
-60.49381457,201.549
-59.62891165,201.565
-59.62891165,201.58
-59.06842092,201.595
-59.41334336,201.611
-60.18935956,201.626
-59.32976841,201.642
-59.32976841,201.657
-59.11153711,201.672
-59.41865742,201.688
-59.37288453,201.703
-61.14042709,201.719
-59.37288453,201.734
-59.20041855,201.749
-59.6262474,201.765
-58.76923588,201.78
-60.19472555,201.795
-59.28665205,201.81
-58.81235529,201.825
-59.37288453,201.841
-58.46739293,201.857
-59.5911241,201.871
-58.85547444,201.887
-58.98747299,201.902
-58.59412609,201.918
-59.5884613,201.933
-57.95252696,201.948
-58.77187127,201.964
-59.54268509,201.979
-59.15465305,201.995
-59.5911241,202.01
-57.73429407,202.025
-60.58272884,202.041
-57.94991898,202.056
-58.90123306,202.072
-57.86366978,202.087
-58.1250281,202.102
-59.07635739,202.118
-58.81499212,202.133
-57.99565263,202.148
-58.21127715,202.164
-58.94435315,202.179
-58.90123306,202.195
-59.54800781,202.21
-59.03059257,202.225
-57.69376765,202.241
-58.25701938,202.256
-57.47812792,202.272
-57.26248185,202.287
-56.65863913,202.302
-57.95252696,202.318
-58.25701938,202.333
-59.0737119,202.349
-56.747473,202.364
-56.747473,202.379
-57.69376765,202.395
-60.02495029,202.41
-58.2544013,202.426
-58.25963746,202.441
-57.60751252,202.456
-66.14761974,202.472
-55.92787491,202.487
-56.87944676,202.502
-56.44296898,202.518
-57.78262398,202.533
-57.65323809,202.549
-57.47812792,202.564
-57.44018054,202.579
-65.8029671,202.595
-56.70433854,202.61
-56.05729122,202.626
-57.91200758,202.641
-56.79317623,202.656
-64.20873801,202.672
-56.18670525,202.687
-64.25182984,202.703
-64.51320268,202.718
-57.61270539,202.733
-65.28881092,202.749
-64.42419462,202.764
-57.26765163,202.779
-65.28881092,202.794
-56.83374116,202.809
-63.51923436,202.825
-63.69161635,202.84
-65.11646062,202.855
-64.81483785,202.871
-65.93221374,202.886
-64.42701893,202.902
-64.16564593,202.917
-64.1225536,202.932
-64.98719523,202.948
-63.306538,202.963
-63.52202839,202.979
-63.30375118,202.994
-64.21155511,203.009
-64.90101705,203.025
-64.94410627,203.04
-64.38392667,203.056
-63.95299019,203.071
-64.47011093,203.086
-64.21155511,203.102
-63.22034008,203.117
-64.34083416,203.132
-64.94126466,203.148
-64.25464838,203.163
-63.74031369,203.179
-63.47893082,203.194
-63.78341119,203.209
-63.73751245,203.225
-62.74623337,203.24
-65.03028395,203.256
-62.83243687,203.271
-65.07337241,203.286
-63.69441615,203.302
-63.73751245,203.317
-63.60822278,203.333
-63.34963659,203.348
-64.73149203,203.363
-62.5307202,203.379
-63.61101969,203.394
-62.57382334,203.41
-63.65411795,203.425
-63.47893082,203.44
-64.59655535,203.456
-61.92724964,203.471
-62.57382334,203.486
-64.17409291,203.502
-63.56512571,203.517
-62.57658566,203.533
-63.26343917,203.548
-63.26343917,203.563
-62.91863936,203.579
-62.87553824,203.594
-63.65131959,203.61
-64.47293668,203.625
-63.435833,203.64
-62.91863936,203.656
-63.47893082,203.671
-63.69441615,203.687
-62.91863936,203.702
-62.40140926,203.717
-63.74031369,203.733
-63.52482242,203.748
-63.52482242,203.763
-63.52202839,203.778
-63.04516301,203.793
-63.43862415,203.809
-61.79792807,203.824
-63.56792119,203.839
-63.13692219,203.855
-63.82650843,203.87
-62.87553824,203.886
-62.83520784,203.901
-64.21437221,203.916
-63.435833,203.932
-62.70313125,203.947
-63.60822278,203.963
-62.83520784,203.978
-63.13414114,203.993
-62.53624194,204.009
-64.30056138,204.024
